Name,Address,Latitude,Longitude,Phone,Website,Yelp,IG,FB,City,Region,Cuisine,African,Caribbean,American,Southern,Barbecue,Dessert,Beverages,OtherCuisine,Service,Takeout,Delivery,Catering,Temporarily Closed,OtherService
DeVaughn's Cajun Kitchen,"6638 Bancroft Ave, Oakland, CA 94605",37.769825,-122.182272,(510) 969-5715,https://devaughnscajunkitchen.net/,https://www.yelp.com/biz/devaughns-cajun-kitchen-oakland,https://www.instagram.com/_just_tami_,https://www.facebook.com/devaughnscajunkitchen/,Oakland,East Bay,Cajun,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Lena’s Soul Food Cafe,"6403 Foothill Blvd, Oakland, CA 94547",37.770487,-122.184521,(510) 957-5663,www.lenassoulfoodcafe.com/,https://www.yelp.com/biz/lenas-soul-food-restaurant-oakland-2,https://www.instagram.com/lenas.soul.food.cafe,https://www.facebook.com/LenasSoulFoodCafe/,Oakland,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Spritzer's Cafe,"734 Central Ave, Alameda, CA 94501",37.77135,-122.27506,(510) 995-8644,,https://www.yelp.com/biz/spritzers-alameda,,www.facebook.com/SpritzersCafe/,Alameda,East Bay,Coffee,,,,,,,Y,,Takeout,Y,,,,
Axum Cafe,"698 Haight St, San Francisco, CA 94117",37.77184,-122.433604,(415) 252-7912,www.axumcafesf.com/,https://www.yelp.com/biz/axum-cafe-san-francisco,,https://www.facebook.com/pages/Axum-Cafe/114078861941475,San Francisco (Lower Haight),San Francisco,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Two Jacks Seafood,"401 Haight St, San Francisco, CA 94117",37.772169,-122.42895,(415) 431-6290,www.twojacksniksplace.com/,https://www.yelp.com/biz/two-jacks-seafood-san-francisco-3,https://www.instagram.com/explore/locations/2865583/two-jacks-seafood,https://www.facebook.com/Two-Jacks-Seafood-136117401902/,San Francisco (Lower Haight),San Francisco,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Cafe International,"508 Haight St, San Francisco, CA 94117",37.772277,-122.430781,(415) 552-7390,,https://www.yelp.com/biz/cafe-international-san-francisco,https://www.instagram.com/cafeintl,www.facebook.com/cafeinternational/,San Francisco (Lower Haight),San Francisco,Coffee,,,,,,,Y,,Takeout,Y,,,,
Sextant Coffee,"1415 Folsom St, San Francisco, CA 94103",37.772413,-122.412881,(415) 355-1415,https://sextantcoffee.com/,https://www.yelp.com/biz/sextant-coffee-roasters-san-francisco,https://www.instagram.com/sextantcoffee,https://www.facebook.com/sextantcoffeeroasters/,San Francisco (SOMA),San Francisco,Coffee,,,,,,,Y,,"Takeout, Delivery",Y,Y,,,
Ruth's Buka,"5250 Foothill Blvd, Oakland, CA 94601",37.772806,-122.201736,(510) 479-1238,www.ruthsbuka.com,https://www.yelp.com/biz/ruths-buka-oakland-2,https://www.instagram.com/ruthsbuka,https://www.facebook.com/ruthsbuka/,Oakland,East Bay,Nigerian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
No Cookies,"5276 Foothill Blvd, Oakland, CA 94601",37.77281,-122.201218,(510) 261-5373,www.nocookie.com/,https://www.yelp.com/biz/no-cookie-oakland,https://www.instagram.com/the_no_cookie,https://www.facebook.com/thenocookie/,Oakland,East Bay,Dessert,,,,,,Y,,,Shipping,,,,,Y
Kefa Coffee,"422 29th Ave, Oakland, CA 94601",37.773164,-122.234841,(510) 261-3400,www.orderkefacoffee.com,https://www.yelp.com/biz/kefa-coffee-oakland,https://www.instagram.com/kefaoakland,https://www.facebook.com/CafeKefa/,Oakland,East Bay,Coffee,,,,,,,Y,,"Takeout, Delivery",Y,Y,,,
Eko Kitchen,"167 11th St, San Francisco, CA 94103",37.77357,-122.415886,(410) 344-3362,www.ekokitchensf.online/,https://www.yelp.com/biz/eko-kitchen-san-francisco,https://www.instagram.com/ekokitchensf,https://www.facebook.com/ekokitchensf/,San Francisco (SOMA),San Francisco,Nigerian,Y,,,,,,,,"Takeout, Delivery, Catering",Y,Y,Y,,
House of Tadu Ethiopian Kitchen,"1130 4th St, San Francisco, CA 94158",37.773702,-122.391681,(415) 655-9344,http://taduethiopiankitchen.com/,https://www.yelp.com/biz/tadu-ethiopian-kitchen-san-francisco-7,https://www.instagram.com/taduethiopian,https://www.facebook.com/houseoftadusf/,San Francisco (Tenderloin),San Francisco,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Tadu Ethiopian Kitchen,"1130 4th St, San Francisco, CA 94158",37.773702,-122.391681,(415) 409-6649,http://taduethiopiankitchen.com/,https://www.yelp.com/biz/tadu-ethiopian-kitchen-san-francisco-7,https://www.instagram.com/taduethiopian,https://www.facebook.com/houseoftadusf/,San Francisco (Mission Bay),San Francisco,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Club Waziema,"543 Divisadero St, San Francisco, CA 94117",37.774629,-122.437942,(415) 346-6641,,https://www.yelp.com/biz/club-waziema-san-francisco,,https://www.facebook.com/pages/category/Bar/Club-Waziema-644266702448968/,San Francisco (Nopa),San Francisco,Ethiopian,Y,,,,,,,,Takeout,Y,,,,Y
Burke and Black,"1145 Hayes St, San Francisco, CA 94117",37.774942,-122.435183,(415) 723-1955,https://burkeandblack.com/,https://www.yelp.com/biz/burke-and-black-san-francisco,https://www.instagram.com/burkeandblack,https://www.facebook.com/pg/burkeandblack/posts/,San Francisco,San Francisco,Californian,,,Y,,,,,,Delivery,,Y,,,
Sugarsweet,"5855 MacArthur Blvd, Oakland, CA 94605",37.775572,-122.1859,(510) 924-7076,www.sugarsweetoak.com,https://www.yelp.com/biz/sugarsweet-cookie-cake-studio-oakland,https://www.instagram.com/sugarsweetoak,https://www.facebook.com/sugarsweetCS/,Oakland,East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Hazel Southern Bar & Kitchen,"1446 Market St, San Francisco, CA 94102",37.776007,-122.418554,(415) 964-9644,www.hazelsf.com,https://www.yelp.com/biz/hazel-southern-bar-and-kitchen-san-francisco-4,https://www.instagram.com/hazelbarsf,https://www.facebook.com/hazelbarsf/,San Francisco (Civic Center),San Francisco,Southern,,,,Y,,,,,Takeout,Y,,,,
Moya,"121 9th St, San Francisco, CA 94103",37.776055,-122.414076,(415) 431-5544,,https://www.yelp.com/biz/moya-san-francisco,https://www.instagram.com/eatmoya,https://www.facebook.com/eatmoya/,San Francisco (SOMA),San Francisco,Ethiopian,Y,,,,,,,,Temporarily Closed,,,,Y,
Red Bay Coffee,"3098 E 10th St, Oakland, CA 94601",37.776337,-122.228341,(510) 399-2441,www.redbaycoffee.com/,https://www.yelp.com/biz/red-bay-coffee-public-roastery-oakland,https://www.instagram.com/redbaycoffee,https://business.facebook.com/redbaycoffee/,Oakland,East Bay,Coffee,,,,,,,Y,,"Takeout, Bean Delivery",Y,Y,,,Y
Tastebuds,"600 5th Ave, San Francisco, CA 94118",37.777151,-122.46277,(415) 668-9298,www.sftastebuds.com/,https://www.yelp.com/biz/tastebuds-san-francisco-2,https://www.instagram.com/tastebuds.sf,,San Francisco (Richmond),San Francisco,American,,,Y,,,,,,"Takeout, Delivery",Y,Y,,,
Oasis Cafe,"901 Divisadero St, San Francisco, CA 94115",37.77788,-122.438618,(415) 474-4900,www.oasiscafesf.com/,https://www.yelp.com/biz/oasis-cafe-san-francisco-3,,,San Francisco (Nopa),San Francisco,Ethiopian,Y,,,,,,,,Takeout,Y,,,,
Little Skillet,"360 Ritch St, San Francisco, CA 94107",37.778828,-122.394063,(415) 777-2777,www.littleskilletsf.com/,https://www.yelp.com/biz/little-skillet-san-francisco-2,https://www.instagram.com/littleskilletsf,https://www.facebook.com/littleskillet/,San Francisco (China Basin),San Francisco,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Folklores Coffee Roasters,"1035 Fillmore St, San Francisco, CA 94115",37.778953,-122.432035,(415) 872-9880,,https://www.yelp.com/biz/folklores-coffee-traders-san-francisco,https://www.instagram.com/folklores_coffee_traders,https://www.facebook.com/folklorescoffee/,San Francisco (Fillmore),San Francisco,Coffee,,,,,,,Y,,Takeout,Y,,,,
Bella Trattoria,"3854 Geary Blvd, San Francisco, CA 94118",37.78139,-122.460927,(415) 221-305,https://osteriabella.com/,https://www.yelp.com/biz/bella-trattoria-san-francisco,https://www.instagram.com/bellatrattoria,https://www.facebook.com/bellatrattoria/,San Francisco (Richmond),San Francisco,Italian,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Osteria Bella,"3848 Geary Blvd, San Francisco, CA 94118",37.78141,-122.460838,(415) 221-305,https://osteriabella.com/,https://www.yelp.com/biz/osteria-bella-san-francisco-2,https://www.instagram.com/osteriabella,https://www.facebook.com/osteriabella/,San Francisco (Richmond),San Francisco,Italian,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Sheba Piano Lounge,"1419 Fillmore St, San Francisco, CA 94115",37.782818,-122.432803,(415) 440-7414,www.shebapianolounge.com/,https://www.yelp.com/biz/sheba-piano-lounge-san-francisco,https://www.instagram.com/sheba_piano_lounge,https://www.facebook.com/ShebaPianoLounge/,San Francisco (Fillmore),San Francisco,Ethiopian,Y,,,,,,,,Temporarily Closed,,,,Y,
Taqueria Los Mayas,"331 Clement St, San Francisco, CA 94118",37.78282,-122.462815,(415) 548-2800,www.taquerialosmayassf.com,https://www.yelp.com/biz/taqueria-los-mayas-san-francisco,https://www.instagram.com/yucataninsf,https://www.facebook.com/yucataninsf/,San Francisco (Richmond),San Francisco,Mexican,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Miyako Old-Fashioned Ice Cream,"1470 Fillmore St, San Francisco, CA 94115",37.783038,-122.432472,(415) 931-5260,,https://www.yelp.com/biz/miyako-old-fashioned-ice-cream-san-francisco,https://www.instagram.com/explore/locations/2451918/,,San Francisco (Fillmore),San Francisco,Dessert,,,,,,Y,,,Takeout,Y,,,,
Man vs. Fries,"2307 International Blvd, Oakland, CA 94606",37.783101,-122.235825,(510) 479-3449,www.manvsfries.com,https://www.yelp.com/biz/man-vs-fries-oakland,https://www.instagram.com/manvsfries,https://www.facebook.com/manvsfries/,Oakland,East Bay,French Fries+,,,Y,,,,,,"Pop Up, Takeout, Delivery",Y,Y,,,Y
Z Zoul Cafe,"295 Eddy St, San Francisco, CA 94102",37.7838,-122.412339,(415) 757-187,https://zzoulcafe.com/,https://www.yelp.com/biz/z-zoul-cafe-san-francisco-4,https://www.instagram.com/zzoulcafesf,https://www.facebook.com/zzoulcafesf/,San Francisco (Tenderloin),San Francisco,Sudanese,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Voodoo Love,"303 2nd St, San Francisco, CA 94107",37.785592,-122.395829,(415) 516-9243,www.voodoolovesf.com/,https://www.yelp.com/biz/voodoo-love-san-francisco,https://www.instagram.com/voodoolovesf,https://www.facebook.com/voodoolovesf,San Francisco (SOMA),San Francisco,Creole,,Y,,,,,,,"Takeout, Delivery",Y,Y,,,
Local Kitchen,"330 1st St #1, San Francisco, CA 94105",37.786783,-122.394216,(415) 777-4200,www.sf-local.com,https://www.yelp.com/biz/local-kitchen-and-wine-merchant-san-francisco-2,https://www.instagram.com/localkitchensf,https://www.facebook.com/localkitchenandwine/,San Francisco (Rincon Hill),San Francisco,"Singaporean, Pizza",,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Everett & Jones Barbeque,"4245 MacArthur Blvd, Oakland, CA 94619",37.787712,-122.195443,(510) 698-4340,https://eandjbbq.com/,https://www.yelp.com/biz/everett-and-jones-bbq-oakland,https://www.instagram.com/everettandjones,https://www.facebook.com/EandJMacArthur/,Oakland (Laurel),East Bay,Barbecue,,,,,Y,,,,"Takeout, Catering",Y,,Y,,
International Smoke,"301 Mission St, San Francisco, CA 94105",37.790619,-122.396182,(415) 722-2138,www.michaelmina.net/restaurants/international-smoke/san-francisco/,https://www.yelp.com/biz/international-smoke-san-francisco-san-francisco-2,https://www.instagram.com/internationalsmoke,,San Francisco (South Beach),San Francisco,Barbecue,,,,,Y,,,,"Takeout, Delivery",Y,Y,,,
Joshua's Gulfport Seafood,"2907 Fruitvale Ave, Oakland, CA 94602",37.793295,-122.219151,(510) 467-8390,,https://www.yelp.com/biz/joshuas-gulfport-seafood-oakland,,,Oakland,East Bay,Seafood,,,,,,,,Y,Takeout,Y,,,,
Flip N Soul,"2101 14th Ave, Oakland, CA 94606",37.794052,-122.240049,(510) 500-7586,,https://www.yelp.com/biz/flipnsoul-oakland,https://www.instagram.com/flipnsoul,,Oakland,East Bay,"Southern, Filipino",,,,Y,,,,Y,Takeout,Y,,,,
Chop Bar,"190 4th St, Oakland, CA 94607",37.795183,-122.269247,(510) 834-3467,www.oaklandchopbar.com,https://www.yelp.com/biz/chop-bar-oakland,https://www.instagram.com/oaklandchopbar,https://www.facebook.com/chopbar/,Oakland,East Bay,American,,,Y,,,,,,"Takeout, Delivery, Outdoor Dining",Y,Y,,,Y
Home of Chicken and Waffles,"444 Embarcadero West, Oakland, CA 94607",37.795319,-122.276033,(510) 836-4446,www.homeofchickenandwaffles.com,https://www.yelp.com/biz/home-of-chicken-and-waffles-oakland,https://www.instagram.com/the_homeofchickenandwaffles,https://www.facebook.com/thehomeofchickenandwaffles/,Oakland,East Bay,Southern,,,,Y,,,,,"Delivery, Catering",,Y,Y,,
Everett & Jones Barbeque,"126 Broadway, Oakland, CA 94607",37.795698,-122.276116,(510) 663-2350,https://eandjbbq.com/,https://www.yelp.com/biz/everett-and-jones-barbeque-oakland-4,https://www.instagram.com/everettandjones,https://www.facebook.com/EandJJL/,Oakland (Jack London),East Bay,Barbecue,,,,,Y,,,,"Takeout, Catering",Y,,Y,,
James and the Giant Cupcake,"465 2nd St, Oakland, CA 94607",37.796121,-122.276909,(510) 879-7255,www.jamesandthegiantcupcake.com/,https://www.yelp.com/biz/james-and-the-giant-cupcake-oakland-4,https://www.instagram.com/jamesandthegiantcupcake,https://www.facebook.com/jamesandthegiantcupcake/,Oakland (Jack London),East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Lane-e Kefa Coffee,"77 8th St Suite 182, Oakland, CA 94607",37.796514,-122.26508,(510) 628-814,,https://www.yelp.com/biz/lane-e-kefa-coffee-oakland,https://www.instagram.com/laneekefa,www.facebook.com/LaneeKefaCoffee/,Oakland,East Bay,Coffee,,,,,,,Y,,"Takeout, Delivery",Y,Y,,,
Souley Vegan,"301 Broadway, Oakland, CA 94607",37.797024,-122.276101,(510) 922-1615,https://souleyvegan.com/,https://www.yelp.com/biz/souley-vegan-oakland,https://www.instagram.com/souleyvegan,https://www.facebook.com/SouleyVegan/,Oakland,East Bay,Vegan,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
PieTisserie,"1605 2nd Ave, Oakland, CA 94606",37.799345,-122.254797,,www.pietisserie.com,https://www.yelp.com/biz/pietisserie-oakland-3,https://www.instagram.com/pietisserie,https://www.facebook.com/pietisserie,Berkeley,East Bay,Dessert,,,,,,Y,,,"Delivery, Catering",,Y,Y,,
Massawa Restaurant,"532 Green St, San Francisco, CA 94133",37.799771,-122.40798,(415) 621-4129,,https://www.yelp.com/biz/massawa-restaurant-san-francisco-2,,https://www.facebook.com/massawarestaurantsf,San Francisco (North Beach),San Francisco,Eritrean,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
The Veg Hub,"2214 MacArthur Blvd, Oakland, CA 94602",37.800382,-122.215726,(510) 454-8722,www.theveghub.com/,https://www.yelp.com/biz/the-veg-hub-oakland-3,https://www.instagram.com/theveghub,https://www.facebook.com/theveghub/,Oakland,East Bay,Vegan,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Dimond Slice Pizzeria,"2208 MacArthur Blvd, Oakland, CA 94602",37.800398,-122.215802,(510) 842-8773,http://dimondpizza.com/,https://www.yelp.com/biz/dimond-slice-pizza-oakland,https://www.instagram.com/dimondslicepizza,https://www.facebook.com/dimondpizza/,Oakland,East Bay,Pizza,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Graffiti Pizza,"719 Washington St, Oakland, CA 94607",37.800406,-122.275389,(510) 250-9303,,https://www.yelp.com/biz/graffiti-pizza-oakland,https://www.instagram.com/graffitipizza1,,Oakland,East Bay,Pizza,,,,,,,,Y,Takeout,Y,,,,
Fort Green,"736 Washington St, Oakland, CA 94607",37.800479,-122.274926,(510) 593-2172,www.fortgreenoakland.com/,https://www.yelp.com/biz/fort-green-oakland-2,https://www.instagram.com/fortgreenbar,https://www.facebook.com/fortgreenbar/,Oakland,East Bay,Bar,,,,,,,Y,,Temporarily Closed,,,,Y,
Oeste,"722 Clay St, Oakland, CA 94607",37.800765,-122.276122,(510) 817-4157,https://oesteoakland.com/,https://www.yelp.com/biz/oeste-bar-oakland-2,https://www.instagram.com/oeste.bar.cafe,https://www.facebook.com/oeste.bar.oakland/,Oakland,East Bay,California Soul,,,Y,,,,,,"Takeout, Delivery",Y,Y,,,
African Caribbean Food Market,"547 8th St, Oakland, CA 94607",37.800942,-122.276146,(510) 444-2841,www.manmustwak.net,https://www.yelp.com/biz/man-must-wak-oakland-3,https://www.instagram.com/manmustwak,,Oakland,East Bay,"African, Caribbean",Y,Y,,,,,,,"Takeout, Grocery",Y,,,,
Southern Cafe,"2000 MacArthur Blvd, Oakland, CA 94602",37.801119,-122.218414,(510) 336-2013,http://southerncafe2000.com/,https://www.yelp.com/biz/southern-cafe-oakland,https://www.instagram.com/socafe2000,https://www.facebook.com/SouthernCafe2000/,Oakland,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Da Flora,"701 Columbus Ave, San Francisco, CA 94133",37.801179,-122.411779,(415) 981-4664,http://daflora.com/,https://www.yelp.com/biz/da-flora-a-venetian-osteria-san-francisco,https://www.instagram.com/daflora_sf,https://www.facebook.com/daforasf/?rf=126293110759063,San Francisco (North Beach),San Francisco,Italian,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Miss Ollie’s,"901 Washington St, Oakland, CA 94607",37.801616,-122.274672,(510) 285-6188,www.realmissolliesoakland.com/,https://www.yelp.com/biz/miss-ollies-oakland,https://www.instagram.com/missolliesoakland,https://www.facebook.com/MissOllies/,Oakland,East Bay,Caribbean,,Y,,,,,,,"Takeout, Delivery",Y,Y,,,
The Cook and Her Farmer,"510 9th St, Oakland, CA 94607",37.801668,-122.274934,(510) 285-6140,www.thecookandherfarmer.com/,https://www.yelp.com/biz/the-cook-and-her-farmer-oakland-2,https://www.instagram.com/thecookandherfarmer,https://www.facebook.com/thecookandherfarmer/,Oakland,East Bay,Californian,,,Y,,,,,,"Takeout, Delivery, Pantry",Y,Y,,,Y
Cupcakin' Bake Shop,"907 Washington St, Oakland, CA 94607",37.801707,-122.274629,(510) 817-4841,https://cupcakinbakeshop.com/,https://www.yelp.com/biz/cupcakin-bake-shop-oakland,https://www.instagram.com/cupcakinbakeshop,https://www.facebook.com/cupcakinbakeshop/,Oakland,East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Yammy's Caf&eacute & Deli,"542 9th St, Oakland, CA 94607",37.801854,-122.275468,(510) 250-9756,www.yammysethiopiancafe.com,https://www.yelp.com/biz/yammy-s-cafe-oakland,https://www.instagram.com/yamisdelicafe.1,https://www.facebook.com/pages/category/Ethiopian-Restaurant/Yammys-Cafe-and-Deli-107442641006168/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
LUX Pub and Club,"1100 Franklin St, Oakland, CA 94607",37.801858,-122.270979,(510) 922-1405,http://luxislife.com/,,https://www.instagram.com/luxislifeoakland,https://www.facebook.com/luxislifeoakland/,Oakland,East Bay,Bar,,,,,,,Y,,Takeout,Y,,,,
Slides & Sides Eatery,"1100 Franklin Street, Oakland, CA 94607",37.801858,-122.270979,(510) 922-1405,www.slidesnsides.com,https://www.yelp.com/biz/slides-sides-oakland,https://www.instagram.com/slidesandsides,https://www.facebook.com/pages/category/Restaurant/Slides-Sides-100771364935206/,Oakland,East Bay,American,,,Y,,,,,,"Takeout, Delivery",Y,Y,,,
Blue Nile,"160 14th St, Oakland, CA 94612",37.801887,-122.264278,(510) 250-9609,www.bluenilefood.com/,https://www.yelp.com/biz/blue-nile-ethiopian-oakland,https://www.instagram.com/bluenileoak,https://www.facebook.com/pages/category/Ethiopian-Restaurant/Blue-Nile-Ethiopian-Restaurant-Oakland-CA-1890392314600654/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Super Juiced,"540 9th St, Oakland, CA 94607",37.801892,-122.275459,(510) 628-184,www.oaklandisjuiced.com/,https://www.yelp.com/biz/super-juiced-oakland,https://www.instagram.com/superjuicedoakland,https://www.facebook.com/superjuiced510/,Oakland,East Bay,Juice,,,,,,,Y,,Takeout,Y,,,,
Level 13,"341 13th St, Oakland, CA 94612",37.80243,-122.268961,(510) 839-1999,www.level13oakland.com,https://www.yelp.com/biz/level-13-oakland,https://www.instagram.com/level13oakland,https://www.facebook.com/level13lounge/,Oakland,East Bay,Caribbean,,Y,,,,,,,Delivery,,Y,,,
Tribune Tavern,"401 13th St, Oakland, CA 94612",37.803022,-122.270743,(510) 607-8187,www.tribunetavernoakland.com,https://www.yelp.com/biz/tribune-tavern-oakland,https://www.instagram.com/tribunetavernoakland,https://www.facebook.com/tribunetavernoakland/,Oakland,East Bay,American,,,Y,,,,,,"Takeout, Delivery, Outdoor Dining",Y,Y,,,Y
Halftime Sports Bar,"316 14th St, Oakland, CA 94612",37.803314,-122.267899,(510) 836-4400,http://halftimesportbar.letseat.at/,https://www.yelp.com/biz/halftime-sports-bar-oakland,https://www.instagram.com/halftimesportsbar,https://www.facebook.com/halftimesportsbar510/,Oakland,East Bay,Bar,,,,,,,Y,,Takeout,Y,,,,
Suya African Caribbean Grill,"1312 Broadway, Oakland, CA 94612",37.803883,-122.271251,(510) 465-7892,https://suyaafricangrill.getbento.com/,https://www.yelp.com/biz/suya-african-caribbean-grill-oakland-2,https://www.instagram.com/suyaafricangrill,https://www.facebook.com/suyabroadway/,Oakland (Broadway),East Bay,"West African, Caribbean",Y,Y,,,,,,,Temporarily Closed,,,,Y,
7th West,"1255 7th St, Oakland, CA 94607",37.804177,-122.290757,(415) 290-6501,www.7thwest.com,https://www.yelp.com/biz/7th-west-oakland,https://www.instagram.com/7thwestoakland,https://www.facebook.com/7thwestoakland/,Oakland,East Bay,Bar,,,,,,,Y,,Temporarily Closed,,,,Y,
Trap Kitchen,"420 14th St, Oakland, CA 94612",37.804185,-122.270454,(510) 610-4454,https://complexoakland.com/,https://www.yelp.com/biz/trap-kitchen-oakland-oakland,https://www.instagram.com/trapkitchenoakland,https://www.facebook.com/pages/Trap-Kitchen-Oakland/444128972984770,Oakland,East Bay,"Southern, Californian",,,Y,Y,,,,,"Takeout, Delivery",Y,Y,,,
Jusla Eats,"1409 Franklin St, Oakland, CA 94612",37.804198,-122.269989,(510) 705-3721,www.cheflalaharrison.com/,https://www.yelp.com/biz/jusla-oakland-2,https://www.instagram.com/lala_icook4dapeople,https://www.facebook.com/pages/category/Product-Service/Jusla-Eats-107791610684201/,Oakland,East Bay,Global,,,,,,,,Y,"Takeout, Delivery, Catering",Y,Y,Y,,
Zella's Soulful Kitchen,"499 14th St, Oakland, CA 94612",37.804378,-122.272981,(510) 604-5887,www.zellassoulfulkitchen.com/,https://www.yelp.com/biz/zellas-soulful-kitchen-oakland-2,https://www.instagram.com/zellaskitchen,https://www.facebook.com/Zellassoulfulkitchen/,Oakland,East Bay,Southern,,,,Y,,,,,Temporarily Closed,,,,Y,
The Hatch,"402 15th St, Oakland, CA 94612",37.805108,-122.269523,(650) 488-1962,www.thehatchoak.com/,https://www.yelp.com/biz/the-hatch-oakland-oakland,https://www.instagram.com/thehatchoak,https://www.facebook.com/thehatcho/,Oakland,East Bay,American,,,Y,,,,,,Temporarily Closed,,,,Y,
Happy Burrito,"1616 Webster St, Oakland, CA 94612",37.805275,-122.267443,(510) 763-9174,,https://www.yelp.com/biz/happy-burrito-oakland,,https://www.facebook.com/HappyBurrito,Oakland,East Bay,Mexican,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
James and the Giant Cupcake **,"341 17th St, Oakland, CA 94612",37.805535,-122.2672,(510) 879-7255,www.jamesandthegiantcupcake.com/,https://www.yelp.com/biz/james-and-the-giant-cupcake-oakland-2,https://www.instagram.com/jamesandthegiantcupcake,https://www.facebook.com/jamesandthegiantcupcake/,Oakland (Uptown),East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Sobre Mesa,"1618 Franklin St, Oakland, CA 94612",37.805658,-122.26839,(510) 858-7544,www.sobremesaoak.com/,https://www.yelp.com/biz/sobre-mesa-oakland-4,https://www.instagram.com/sobremesaoak,https://www.facebook.com/sobremesaoak/,Oakland,East Bay,Afro-Latino,Y,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Rush Bowls,"350 17th St, Oakland, CA 94612",37.805876,-122.26746,(510) 590-9068,www.rushbowls.com/oakland,https://www.yelp.com/biz/rush-bowls-oakland-3,https://www.instagram.com/rushbowlsoakland,https://www.facebook.com/RushBowlsOakland17thSt/,Oakland,East Bay,Health Food,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Uncle Willie's Original BBQ and Fish," 614 14th St, Oakland, CA 94612",37.805996,-122.275067,(510) 465-9200,unclewilliesbbq.com,https://www.yelp.com/biz/uncle-willies-bbq-and-fish-oakland,https://www.instagram.com/explore/locations/3625952/united-states/oakland-california/uncle-willies-original-bbq-and-fish/,https://www.facebook.com/UncleWillies/,Oakland,East Bay,"Barbecue, Southern",,,,Y,Y,,,,"Takeout, Delivery",Y,Y,,,
Queen’s Louisiana Po-Boy Cafe,"Pier 33 North The Embarcadero, San Francisco, CA 94133",37.806907,-122.404449,(415) 397-1507,https://queenslapoboyscafe.com/,https://www.yelp.com/biz/queens-louisiana-po-boy-cafe-san-francisco,https://www.instagram.com/queens_louisiana__poboy_cafe,https://www.facebook.com/QueensLAPoBoys/,San Francisco (Embarcadero),San Francisco,Creole,,Y,,,,,,,Takeout,Y,,,,
Catered to You,"1711 Telegraph Ave, Oakland, CA 94612",37.807082,-122.270481,(510) 208-2522,https://cateredtoyou.business.site,https://www.yelp.com/biz/catered-to-you-oakland,https://www.instagram.com/cateredtoyou,https://www.facebook.com/pages/category/Caterer/Catered-To-You-170188416370279/,Oakland,East Bay,American,,,Y,,,,,,"Takeout, Delivery",Y,Y,,,
Drexl,"382 19th St, Oakland, CA 94612",37.807249,-122.267361,(510) 858-5398,www.drexl.bar/,https://www.yelp.com/biz/drexl-bar-oakland,https://www.instagram.com/drexlbar,https://www.facebook.com/drexlbar/,Oakland,East Bay,Bar,,,,,,,Y,,Temporarily Closed,,,,Y,
Marzano,"4214 Park Blvd, Oakland, CA 94602",37.807249,-122.22208,(510) 479-1448,www.marzanorestaurant.com,https://www.yelp.com/biz/marzano-oakland-4,https://www.instagram.com/marzanorestaurant,https://www.facebook.com/marzanorestaurant/,Oakland,East Bay,Italian,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
The Miranda,"1739 Broadway, Oakland, CA 94612",37.807347,-122.269558,(510) 740-5760,www.themirandaoakland.com/,https://www.yelp.com/biz/the-miranda-oakland,https://www.instagram.com/themirandabar,https://www.facebook.com/themirandabar/,Oakland,East Bay,Bar,,,,,,,Y,,Temporarily Closed,,,,Y,
